SD_Picker,SD_Lines,Date
278,211,9/15/2006
248,211,9/15/2006
101,211,9/15/2006
442,149,9/15/2006
79,124,9/15/2006
505,100,9/15/2006
203,128,9/15/2006
278,220,9/15/2006
248,220,9/15/2006
101,220,9/15/2006
442,127,9/15/2006
E,64,9/18/2006
EN,3,9/18/2006
278,225,9/18/2006
442,200,9/18/2006
278,324,9/18/2006
442,250,9/18/2006
145,221,9/18/2006
145,247,9/18/2006
79,50,9/18/2006
505,100,9/18/2006
203,49,9/18/2006
185,138,9/18/2006
185,162,9/18/2006
148,50,9/18/2006
148,124,9/18/2006
E,47,9/19/2006
EN,3,9/19/2006
278,225,9/19/2006
101,225,9/19/2006
8009,150,9/19/2006
148,400,9/19/2006
442,155,9/19/2006
442,211,9/19/2006
79,154,9/19/2006
505,59,9/19/2006
203,63,9/19/2006
185,300,9/19/2006
EN,5,9/25/2006
E,77,9/25/2006
278,59,9/25/2006
101,59,9/25/2006
442,200,9/25/2006
8001,200,9/25/2006
8009,88,9/25/2006
79,25,9/25/2006
505,100,9/25/2006
185,78,9/25/2006
278,200,9/25/2006
101,200,9/25/2006
442,173,9/25/2006
8001,173,9/25/2006
8009,31,9/25/2006
E,27,9/26/2006
278,152,9/26/2006
248,152,9/26/2006
101,152,9/26/2006
8001,176,9/26/2006
442,176,9/26/2006
278,255,9/26/2006
248,255,9/26/2006
101,255,9/26/2006
442,215,9/26/2006
8001,130,9/26/2006
79,44,9/26/2006
505,31,9/26/2006
E,133,9/27/2006
EN,2,9/27/2006
106,5,9/27/2006
278,87,9/27/2006
278,250,9/27/2006
248,87,9/27/2006
248,250,9/27/2006
101,162,9/27/2006
442,112,9/27/2006
442,88,9/27/2006
8001,149,9/27/2006
8001,158,9/27/2006
8009,121,9/27/2006
8009,69,9/27/2006
505,50,9/27/2006
e,60,9/28/2006
en,3,9/28/2006
278,57,9/28/2006
248,57,9/28/2006
101,55,9/28/2006
442,200,9/28/2006
8001,175,9/28/2006
8009,107,9/28/2006
79,100,9/28/2006
505,50,9/28/2006
278,200,9/28/2006
248,200,9/28/2006
101,200,9/28/2006
442,163,9/28/2006
8001,95,9/28/2006
8009,39,9/28/2006
e,1,9/29/2006
278,134,9/29/2006
278,225,9/29/2006
248,134,9/29/2006
248,225,9/29/2006
442,144,9/29/2006
442,117,9/29/2006
8001,175,9/29/2006
8001,45,9/29/2006
79,43,9/29/2006
106,14,9/29/2006
442,100,9/29/2006
e,48,10/2/2006
106,1,10/2/2006
79,75,10/2/2006
E,47,10/3/2006
106,12,10/3/2006
EN,1,10/3/2006
e,109,10/4/2006
en,2,10/4/2006
106,11,10/4/2006
278,250,10/4/2006
148,273,10/4/2006
148,112,10/4/2006
101,141,10/4/2006
101,250,10/4/2006
442,88,10/4/2006
488,200,10/4/2006
409,119,10/4/2006
79,57,10/4/2006
505,49,10/4/2006
488,100,10/4/2006
409,6,10/4/2006
185,144,10/4/2006
e,257,10/5/2006
EN,2,10/5/2006
106,6,10/5/2006
278,133,10/5/2006
278,240,10/5/2006
248,133,10/5/2006
248,240,10/5/2006
101,133,10/5/2006
101,240,10/5/2006
488,250,10/5/2006
488,83,10/5/2006
409,300,10/5/2006
79,81,10/5/2006
505,36,10/5/2006
E,61,10/6/2006
278,325,10/6/2006
278,215,10/6/2006
101,325,10/6/2006
101,215,10/6/2006
442,106,10/6/2006
488,82,10/6/2006
409,100,10/6/2006
79,36,10/6/2006
505,12,10/6/2006
148,145,10/6/2006
106,21,10/6/2006
148,150,10/6/2006
e,140,10/9/2006
en,3,10/9/2006
278,190,10/9/2006
278,255,10/9/2006
248,285,10/9/2006
248,255,10/9/2006
101,285,10/9/2006
101,255,10/9/2006
442,43,10/9/2006
488,117,10/9/2006
79,50,10/9/2006
E,22,10/10/2006
106,16,10/10/2006
EN,1,10/10/2006
278,250,10/10/2006
278,275,10/10/2006
248,250,10/10/2006
248,275,10/10/2006
101,200,10/10/2006
101,212,10/10/2006
185,139,10/10/2006
185,172,10/10/2006
488,137,10/10/2006
79,33,10/10/2006
RANDY,50,10/10/2006
e,32,10/11/2006
106,15,10/11/2006
278,225,10/11/2006
278,275,10/11/2006
248,225,10/11/2006
248,275,10/11/2006
442,17,10/11/2006
442,200,10/11/2006
488,194,10/11/2006
409,96,10/11/2006
79,25,10/11/2006
e,220,10/12/2006
106,11,10/12/2006
278,300,10/12/2006
248,300,10/12/2006
101,86,10/12/2006
101,89,10/12/2006
442,52,10/12/2006
442,150,10/12/2006
145,152,10/12/2006
409,120,10/12/2006
409,128,10/12/2006
79,75,10/12/2006
278,200,10/12/2006
248,200,10/12/2006
e,19,10/13/2006
278,250,10/13/2006
278,275,10/13/2006
248,250,10/13/2006
248,275,10/13/2006
442,200,10/13/2006
442,175,10/13/2006
488,36,10/13/2006
488,135,10/13/2006
409,31,10/13/2006
79,40,10/13/2006
e,50,10/16/2006
en,6,10/16/2006
278,300,10/16/2006
248,300,10/16/2006
442,210,10/16/2006
278,225,10/16/2006
248,225,10/16/2006
442,150,10/16/2006
488,180,10/16/2006
409,21,10/16/2006
79,75,10/16/2006
8002,55,10/16/2006
e,85,10/17/2006
106,12,10/17/2006
278,325,10/17/2006
248,325,10/17/2006
101,250,10/17/2006
442,142,10/17/2006
409,53,10/17/2006
79,30,10/17/2006
8002,50,10/17/2006
185,111,10/17/2006
278,200,10/17/2006
248,200,10/17/2006
101,150,10/17/2006
442,150,10/17/2006
488,182,10/17/2006
e,86,10/18/2006
278,275,10/18/2006
278,225,10/18/2006
248,275,10/18/2006
248,225,10/18/2006
101,83,10/18/2006
442,84,10/18/2006
442,150,10/18/2006
488,131,10/18/2006
409,57,10/18/2006
79,50,10/18/2006
EN,5,10/18/2006
e,128,10/19/2006
EN,3,10/19/2006
278,275,10/19/2006
278,225,10/19/2006
248,275,10/19/2006
248,225,10/19/2006
101,50,10/19/2006
101,161,10/19/2006
488,50,10/19/2006
488,170,10/19/2006
409,70,10/19/2006
79,75,10/19/2006
8002,50,10/19/2006
185,125,10/19/2006
e,81,10/20/2006
106,1,10/20/2006
278,300,10/20/2006
278,200,10/20/2006
248,300,10/20/2006
248,200,10/20/2006
101,122,10/20/2006
101,128,10/20/2006
185,262,10/20/2006
488,232,10/20/2006
409,91,10/20/2006
79,75,10/20/2006
8002,75,10/20/2006
e,42,10/23/2006
,,10/23/2006
,,10/23/2006
,,10/23/2006
422,19,10/23/2006
278,250,10/23/2006
248,250,10/23/2006
101,169,10/23/2006
278,375,10/23/2006
248,375,10/23/2006
101,277,10/23/2006
79,50,10/23/2006
8002,17,10/23/2006
e,70,10/24/2006
EN,14,10/24/2006
278,300,10/24/2006
278,225,10/24/2006
248,300,10/24/2006
248,225,10/24/2006
101,136,10/24/2006
101,205,10/24/2006
488,250,10/24/2006
488,214,10/24/2006
409,22,10/24/2006
8002,75,10/24/2006
237,100,10/24/2006
79,58,10/24/2006
,,10/24/2006
e,5,10/25/2006
262,235,10/25/2006
282,235,10/25/2006
475,100,10/25/2006
445,75,10/25/2006
140,100,10/25/2006
268,100,10/25/2006
437,93,10/25/2006
278,250,10/25/2006
248,250,10/25/2006
101,147,10/25/2006
Exports,234,10/31/2006
106,26,10/31/2006
278,151,10/31/2006
278,80,10/31/2006
278,269,10/31/2006
248,139,10/31/2006
248,99,10/31/2006
248,262,10/31/2006
101,130,10/31/2006
101,121,10/31/2006
101,249,10/31/2006
442,76,10/31/2006
442,98,10/31/2006
442,162,10/31/2006
488,79,10/31/2006
488,76,10/31/2006
488,295,10/31/2006
409,100,10/31/2006
409,223,10/31/2006
79,123,10/31/2006
7,375,10/31/2006
237,68,10/31/2006
145,127,10/31/2006
282,119,10/31/2006
445,60,10/31/2006
e,29,11/1/2006
106,4,11/1/2006
101,100,11/1/2006
248,100,11/1/2006
79,100,11/1/2006
278,100,11/1/2006
488,90,11/1/2006
409,105,11/1/2006
442,91,11/1/2006
148,251,11/1/2006
E,122,11/2/2006
106,7,11/2/2006
148,34,11/2/2006
248,24,11/2/2006
101,23,11/2/2006
442,115,11/2/2006
488,35,11/2/2006
409,157,11/2/2006
79,23,11/2/2006
E,38,11/3/2006
E,70,11/6/2006
248,300,11/6/2006
248,250,11/6/2006
101,300,11/6/2006
101,250,11/6/2006
442,169,11/6/2006
442,145,11/6/2006
488,83,11/6/2006
409,93,11/6/2006
79,63,11/6/2006
8013,26,11/6/2006
8013,139,11/6/2006
8012,22,11/6/2006
8012,143,11/6/2006
BO,45,11/6/2006
EN,13,11/6/2006
E,50,11/7/2006
EN,22,11/7/2006
148,150,11/7/2006
248,325,11/7/2006
248,200,11/7/2006
101,325,11/7/2006
101,200,11/7/2006
442,148,11/7/2006
442,150,11/7/2006
185,150,11/7/2006
79,34,11/7/2006
8013,132,11/7/2006
8012,132,11/7/2006
e,61,11/8/2006
en,14,11/8/2006
278,275,11/8/2006
278,225,11/8/2006
248,275,11/8/2006
248,225,11/8/2006
11,176,11/8/2006
101,215,11/8/2006
442,125,11/8/2006
79,57,11/8/2006
8013,139,11/8/2006
e,135,11/9/2006
EN,9,11/9/2006
278,325,11/9/2006
278,225,11/9/2006
248,325,11/9/2006
248,225,11/9/2006
101,58,11/9/2006
101,171,11/9/2006
442,135,11/9/2006
442,250,11/9/2006
488,86,11/9/2006
79,17,11/9/2006
185,175,11/9/2006
e,57,11/10/2006
EN,10,11/10/2006
278,273,11/10/2006
278,225,11/10/2006
248,225,11/10/2006
101,156,11/10/2006
442,160,11/10/2006
79,43,11/10/2006
488,40,11/10/2006
185,171,11/10/2006
E,48,11/13/2006
9000,60,11/13/2006
9001,60,11/13/2006
262,3,11/13/2006
278,227,11/13/2006
278,323,11/13/2006
248,200,11/13/2006
101,227,11/13/2006
101,323,11/13/2006
148,100,11/13/2006
409,120,11/13/2006
262,3,11/13/2006
en,2,11/13/2006
E,28,11/14/2006
9000,25,11/14/2006
9001,25,11/14/2006
EN,15,11/14/2006
278,225,11/14/2006
278,150,11/14/2006
248,275,11/14/2006
248,275,11/14/2006
101,179,11/14/2006
101,125,11/14/2006
148,147,11/14/2006
9000,66,11/14/2006
9001,65,11/14/2006
79,62,11/14/2006
262,100,11/14/2006
493,53,11/14/2006
409,18,11/14/2006
E,42,11/15/2006
EN,19,11/15/2006
278,275,11/15/2006
278,250,11/15/2006
248,275,11/15/2006
248,250,11/15/2006
101,200,11/15/2006
101,175,11/15/2006
148,26,11/15/2006
148,58,11/15/2006
9000,65,11/15/2006
9001,65,11/15/2006
79,41,11/15/2006
409,60,11/15/2006
,,11/15/2006
,,11/15/2006
,,11/15/2006
e,199,11/16/2006
EN,1,11/16/2006
E,21,11/17/2006
278,250,11/17/2006
278,275,11/17/2006
101,133,11/17/2006
101,250,11/17/2006
9000,150,11/17/2006
9000,40,11/17/2006
9001,143,11/17/2006
9001,22,11/17/2006
79,99,11/17/2006
409,105,11/17/2006
237,105,11/17/2006
145,150,11/17/2006
en,4,11/17/2006
E,47,11/20/2006
278,300,11/20/2006
278,200,11/20/2006
248,275,11/20/2006
248,250,11/20/2006
9000,56,11/20/2006
9000,107,11/20/2006
9001,68,11/20/2006
79,39,11/20/2006
409,10,11/20/2006
145,195,11/20/2006
237,195,11/20/2006
106,10,11/20/2006
E,63,11/21/2006
EN,16,11/21/2006
278,300,11/21/2006
248,300,11/21/2006
101,222,11/21/2006
409,320,11/21/2006
E,303,11/27/2006
en,10,11/27/2006
248,325,11/27/2006
248,200,11/27/2006
101,100,11/27/2006
101,75,11/27/2006
9000,150,11/27/2006
9000,100,11/27/2006
9001,37,11/27/2006
9001,100,11/27/2006
9002,50,11/27/2006
79,67,11/27/2006
185,100,11/27/2006
,141,11/27/2006
,143,11/27/2006
E,124,11/28/2006
278,350,11/28/2006
278,225,11/28/2006
145,202,11/28/2006
145,200,11/28/2006
101,350,11/28/2006
101,225,11/28/2006
9000,140,11/28/2006
9001,100,11/28/2006
9001,140,11/28/2006
9002,50,11/28/2006
79,75,11/28/2006
409,225,11/28/2006
409,156,11/28/2006
148,225,11/28/2006
148,225,11/28/2006
203,300,11/28/2006
203,102,11/28/2006
EN,24,11/28/2006
E,57,11/29/2006
EN,11,11/29/2006
278,250,11/29/2006
278,260,11/29/2006
248,250,11/29/2006
248,260,11/29/2006
101,139,11/29/2006
101,260,11/29/2006
9000,78,11/29/2006
9001,78,11/29/2006
79,42,11/29/2006
e,227,11/30/2006
en,17,11/30/2006
278,300,11/30/2006
248,300,11/30/2006
101,124,11/30/2006
278,225,11/30/2006
248,225,11/30/2006
101,159,11/30/2006
9000,150,11/30/2006
9001,150,11/30/2006
9002,131,11/30/2006
79,5,11/30/2006
409,71,11/30/2006
9002,44,11/30/2006
E,109,12/1/2006
EN,13,12/1/2006
278,275,12/1/2006
278,250,12/1/2006
101,208,12/1/2006
101,225,12/1/2006
9000,102,12/1/2006
9000,136,12/1/2006
9001,136,12/1/2006
409,21,12/1/2006
148,61,12/1/2006
e,90,12/4/2006
EN,11,12/4/2006
278,28,12/4/2006
248,28,12/4/2006
9000,205,12/4/2006
9001,205,12/4/2006
409,205,12/4/2006
278,210,12/4/2006
248,210,12/4/2006
9000,119,12/4/2006
9001,119,12/4/2006
79,71,12/4/2006
409,195,12/4/2006
e,39,12/5/2006
EN,15,12/5/2006
278,275,12/5/2006
278,150,12/5/2006
248,275,12/5/2006
248,150,12/5/2006
101,221,12/5/2006
101,156,12/5/2006
9000,190,12/5/2006
9000,153,12/5/2006
9001,153,12/5/2006
9001,153,12/5/2006
9002,50,12/5/2006
79,23,12/5/2006
409,174,12/5/2006
185,150,12/5/2006
E,123,12/6/2006
106,57,12/6/2006
EN,1,12/6/2006
278,300,12/6/2006
278,225,12/6/2006
248,300,12/6/2006
248,225,12/6/2006
101,144,12/6/2006
101,186,12/6/2006
9000,107,12/6/2006
9001,107,12/6/2006
9002,51,12/6/2006
409,28,12/6/2006
185,102,12/6/2006
E,136,12/7/2006
EN,23,12/7/2006
278,295,12/7/2006
278,230,12/7/2006
248,295,12/7/2006
248,230,12/7/2006
9000,118,12/7/2006
9001,117,12/7/2006
9002,19,12/7/2006
409,140,12/7/2006
409,144,12/7/2006
E,292,12/8/2006
106,53,12/8/2006
B,17,12/8/2006
en,2,1/16/2007
278,261,1/16/2007
248,261,1/16/2007
434,261,1/16/2007
499,6,1/16/2007
278,240,1/16/2007
248,240,1/16/2007
434,177,1/16/2007
499,177,1/16/2007
409,118,1/16/2007
79,100,1/16/2007
EN,7,1/17/2007
E,141,1/17/2007
278,217,1/17/2007
278,260,1/17/2007
248,217,1/17/2007
248,260,1/17/2007
434,218,1/17/2007
434,186,1/17/2007
499,134,1/17/2007
499,186,1/17/2007
409,86,1/17/2007
79,35,1/17/2007
430,35,1/17/2007
e,64,1/18/2007
278,266,1/18/2007
278,233,1/18/2007
248,266,1/18/2007
248,233,1/18/2007
434,256,1/18/2007
434,131,1/18/2007
499,131,1/18/2007
409,35,1/18/2007
79,95,1/18/2007
en,7,1/18/2007
,,1/18/2007
E,77,1/19/2007
EN,13,1/19/2007
278,270,1/19/2007
278,250,1/19/2007
248,270,1/19/2007
248,250,1/19/2007
434,29,1/19/2007
434,191,1/19/2007
499,191,1/19/2007
79,47,1/19/2007
430,61,1/19/2007
e,48,1/22/2007
278,266,1/22/2007
278,236,1/22/2007
248,266,1/22/2007
248,236,1/22/2007
434,56,1/22/2007
434,184,1/22/2007
499,184,1/22/2007
409,34,1/22/2007
79,100,1/22/2007
430,27,1/22/2007
148,136,1/22/2007
EN,17,1/22/2007
E,36,1/23/2007
en,7,1/23/2007
248,246,1/23/2007
248,229,1/23/2007
434,246,1/23/2007
434,157,1/23/2007
499,166,1/23/2007
499,157,1/23/2007
409,88,1/23/2007
79,48,1/23/2007
430,45,1/23/2007
148,185,1/23/2007
185,135,1/23/2007
E,58,1/24/2007
278,230,1/24/2007
278,272,1/24/2007
248,230,1/24/2007
248,272,1/24/2007
434,186,1/24/2007
434,230,1/24/2007
499,230,1/24/2007
409,90,1/24/2007
79,55,1/24/2007
430,6,1/24/2007
en,18,1/24/2007
E,234,1/25/2007
106,5,1/25/2007
278,270,1/25/2007
278,266,1/25/2007
248,270,1/25/2007
248,266,1/25/2007
434,270,1/25/2007
434,200,1/25/2007
499,100,1/25/2007
499,200,1/25/2007
409,70,1/25/2007
79,61,1/25/2007
430,62,1/25/2007
E,11,1/26/2007
278,100,1/26/2007
248,224,1/26/2007
248,277,1/26/2007
434,165,1/26/2007
434,148,1/26/2007
499,147,1/26/2007
409,277,1/26/2007
409,124,1/26/2007
79,53,1/26/2007
430,14,1/26/2007
EN,8,1/26/2007
e,24,1/29/2007
248,220,1/29/2007
278,220,1/29/2007
en,2,1/29/2007
434,219,1/29/2007
499,11,1/29/2007
79,70,1/29/2007
278,265,1/29/2007
248,265,1/29/2007
434,176,1/29/2007
499,176,1/29/2007
409,73,1/29/2007
E,43,1/30/2007
EN,12,1/30/2007
101,82,1/30/2007
278,204,1/30/2007
248,204,1/30/2007
434,202,1/30/2007
499,38,1/30/2007
278,271,1/30/2007
248,271,1/30/2007
434,216,1/30/2007
499,216,1/30/2007
409,66,1/30/2007
79,68,1/30/2007
e,45,1/31/2007
278,180,1/31/2007
278,295,1/31/2007
248,180,1/31/2007
248,295,1/31/2007
434,96,1/31/2007
434,189,1/31/2007
499,191,1/31/2007
409,78,1/31/2007
79,39,1/31/2007
en,13,1/31/2007
e,153,2/1/2007
B,25,12/8/2006
278,325,12/8/2006
278,200,12/8/2006
248,325,12/8/2006
248,200,12/8/2006
9000,130,12/8/2006
9000,120,12/8/2006
499,120,12/8/2006
430,13,12/8/2006
148,167,12/8/2006
148,166,12/8/2006
409,144,12/8/2006
E,110,12/11/2006
EN,6,12/11/2006
278,260,12/11/2006
278,265,12/11/2006
248,260,12/11/2006
248,265,12/11/2006
9000,155,12/11/2006
9000,190,12/11/2006
499,190,12/11/2006
79,30,12/11/2006
409,133,12/11/2006
E,45,12/12/2006
EN,9,12/12/2006
278,300,12/12/2006
278,200,12/12/2006
248,300,12/12/2006
248,200,12/12/2006
101,250,12/12/2006
101,245,12/12/2006
185,147,12/12/2006
499,125,12/12/2006
499,125,12/12/2006
409,125,12/12/2006
79,35,12/12/2006
430,50,12/12/2006
106,14,12/13/2006
e,46,12/13/2006
278,275,12/13/2006
278,200,12/13/2006
203,93,12/13/2006
101,225,12/13/2006
101,257,12/13/2006
9000,100,12/13/2006
9000,168,12/13/2006
499,168,12/13/2006
409,166,12/13/2006
79,22,12/13/2006
e,178,12/14/2006
106,24,12/14/2006
278,275,12/14/2006
248,275,12/14/2006
101,181,12/14/2006
9000,33,12/14/2006
409,107,12/14/2006
79,100,12/14/2006
430,50,12/14/2006
278,225,12/14/2006
248,225,12/14/2006
101,43,12/14/2006
9000,120,12/14/2006
499,120,12/14/2006
E,71,12/15/2006
106,9,12/15/2006
278,325,12/15/2006
248,325,12/15/2006
9000,132,12/15/2006
409,134,12/15/2006
79,100,12/15/2006
430,54,12/15/2006
278,200,12/15/2006
248,200,12/15/2006
9000,134,12/15/2006
499,134,12/15/2006
e,51,12/18/2006
EN,10,12/18/2006
278,300,12/18/2006
248,300,12/18/2006
9000,52,12/18/2006
499,52,12/18/2006
409,52,12/18/2006
79,23,12/18/2006
430,68,12/18/2006
278,250,12/18/2006
248,250,12/18/2006
9000,100,12/18/2006
499,100,12/18/2006
409,100,12/18/2006
409,47,12/18/2006
E,26,12/19/2006
EN,32,12/19/2006
278,275,12/19/2006
278,225,12/19/2006
101,250,12/19/2006
101,250,12/19/2006
9000,101,12/19/2006
9000,169,12/19/2006
499,101,12/19/2006
499,169,12/19/2006
409,101,12/19/2006
409,169,12/19/2006
79,78,12/19/2006
148,148,12/19/2006
499,268,12/20/2006
E,154,12/20/2006
EN,7,12/20/2006
248,275,12/20/2006
248,225,12/20/2006
101,208,12/20/2006
9000,160,12/20/2006
9000,129,12/20/2006
409,129,12/20/2006
79,14,12/20/2006
148,195,12/20/2006
101,242,12/20/2006
e,168,12/21/2006
106,27,12/21/2006
278,250,12/21/2006
248,109,12/21/2006
278,275,12/21/2006
248,275,12/21/2006
434,196,12/21/2006
499,197,12/21/2006
409,112,12/21/2006
79,41,12/21/2006
,0,12/21/2006
278,272,12/26/2006
278,275,12/26/2006
248,272,12/26/2006
248,275,12/26/2006
434,50,12/26/2006
434,200,12/26/2006
434,130,12/26/2006
499,50,12/26/2006
499,200,12/26/2006
499,125,12/26/2006
409,207,12/26/2006
409,207,12/26/2006
79,13,12/26/2006
237,350,12/26/2006
185,395,12/26/2006
e,66,12/26/2006
en,6,12/26/2006
434,130,12/26/2006
499,50,12/26/2006
499,200,12/26/2006
499,125,12/26/2006
409,207,12/26/2006
409,207,12/26/2006
79,13,12/26/2006
E,2,12/27/2006
101,1,12/27/2006
106,7,12/27/2006
278,287,12/27/2006
434,103,12/27/2006
278,263,12/27/2006
434,157,12/27/2006
499,157,12/27/2006
409,169,12/27/2006
79,75,12/27/2006
en,2,12/27/2006
e,16,12/28/2006
101,8,12/28/2006
278,329,12/28/2006
278,191,12/28/2006
101,329,12/28/2006
101,224,12/28/2006
434,171,12/28/2006
434,125,12/28/2006
499,125,12/28/2006
409,90,12/28/2006
79,39,12/28/2006
430,100,12/28/2006
e,140,1/2/2007
248,203,1/2/2007
278,300,1/2/2007
101,272,1/2/2007
434,225,1/2/2007
499,225,1/2/2007
409,150,1/2/2007
430,124,1/2/2007
185,350,1/2/2007
148,200,1/2/2007
106,21,1/2/2007
278,275,1/2/2007
248,275,1/2/2007
101,188,1/2/2007
434,157,1/2/2007
499,157,1/2/2007
,0,1/2/2007
e,151,1/3/2007
106,9,1/3/2007
EN,5,1/3/2007
278,14,1/3/2007
278,278,1/3/2007
248,247,1/3/2007
248,257,1/3/2007
434,150,1/3/2007
434,175,1/3/2007
499,150,1/3/2007
499,175,1/3/2007
409,150,1/3/2007
409,179,1/3/2007
79,31,1/3/2007
430,45,1/3/2007
e,39,1/4/2007
106,41,1/4/2007
278,300,1/4/2007
278,230,1/4/2007
248,300,1/4/2007
248,230,1/4/2007
101,128,1/4/2007
11,187,1/4/2007
434,200,1/4/2007
434,160,1/4/2007
499,107,1/4/2007
499,160,1/4/2007
409,200,1/4/2007
79,23,1/4/2007
e,177,1/5/2007
278,275,1/5/2007
278,200,1/5/2007
248,275,1/5/2007
248,200,1/5/2007
101,175,1/5/2007
434,16,1/5/2007
434,187,1/5/2007
499,187,1/5/2007
79,22,1/5/2007
430,46,1/5/2007
en,7,1/5/2007
499,200,1/5/2007
e,73,1/8/2007
278,228,1/8/2007
248,228,1/8/2007
434,228,1/8/2007
499,15,1/8/2007
79,52,1/8/2007
430,39,1/8/2007
278,290,1/8/2007
248,290,1/8/2007
434,157,1/8/2007
499,157,1/8/2007
409,157,1/8/2007
106,3,1/8/2007
E,20,1/9/2007
en,11,1/9/2007
278,219,1/9/2007
248,219,1/9/2007
434,219,1/9/2007
499,106,1/9/2007
79,118,1/9/2007
430,41,1/9/2007
278,256,1/9/2007
248,256,1/9/2007
434,187,1/9/2007
499,187,1/9/2007
409,187,1/9/2007
E,34,1/10/2007
EN,1,1/10/2007
278,279,1/10/2007
248,279,1/10/2007
434,265,1/10/2007
409,79,1/10/2007
278,221,1/10/2007
248,221,1/10/2007
434,129,1/10/2007
499,129,1/10/2007
409,129,1/10/2007
79,15,1/10/2007
430,39,1/10/2007
e,271,1/11/2007
en,11,1/11/2007
278,224,1/11/2007
248,224,1/11/2007
434,76,1/11/2007
499,225,1/11/2007
79,19,1/11/2007
278,301,1/11/2007
248,301,1/11/2007
434,158,1/11/2007
499,158,1/11/2007
409,158,1/11/2007
E,56,1/12/2007
EN,8,1/12/2007
278,265,1/12/2007
248,265,1/12/2007
434,214,1/12/2007
278,260,1/12/2007
248,260,1/12/2007
434,134,1/12/2007
499,134,1/12/2007
79,114,1/12/2007
,0,1/12/2007
e,82,1/15/2007
106,5,1/15/2007
248,257,1/15/2007
248,225,1/15/2007
434,257,1/15/2007
434,184,1/15/2007
499,191,1/15/2007
499,184,1/15/2007
409,184,1/15/2007
79,78,1/15/2007
430,125,1/15/2007
148,58,1/15/2007
e,105,1/16/2007
106,16,1/16/2007
79,74,2/1/2007
106,11,2/1/2007
278,300,2/1/2007
248,300,2/1/2007
434,300,2/1/2007
499,300,2/1/2007
409,144,2/1/2007
178,227,2/1/2007
278,225,2/1/2007
248,225,2/1/2007
434,100,2/1/2007
499,100,2/1/2007
409,90,2/1/2007
en,9,2/2/2007
e,202,2/2/2007
248,214,2/2/2007
434,211,2/2/2007
499,211,2/2/2007
409,161,2/2/2007
248,311,2/2/2007
434,224,2/2/2007
499,224,2/2/2007
409,69,2/2/2007
E,63,2/5/2007
185,97,2/5/2007
278,262,2/5/2007
278,238,2/5/2007
248,262,2/5/2007
248,238,2/5/2007
434,262,2/5/2007
434,153,2/5/2007
499,3,2/5/2007
499,195,2/5/2007
409,80,2/5/2007
430,34,2/5/2007
,,2/5/2007
E,61,2/6/2007
106,19,2/6/2007
278,277,2/6/2007
278,198,2/6/2007
248/148,198,2/6/2007
248/148,277,2/6/2007
434,123,2/6/2007
499,35,2/6/2007
499,123,2/6/2007
79,100,2/6/2007
430,5,2/6/2007
101,153,2/6/2007
185,300,2/6/2007
434,277,2/6/2007
E,103,2/8/2007
145,77,2/8/2007
278,274,2/8/2007
248,274,2/8/2007
499,274,2/8/2007
409,42,2/8/2007
106,12,2/8/2007
185,97,2/8/2007
278,201,2/8/2007
148,201,2/8/2007
499,158,2/8/2007
409,59,2/8/2007
79,100,2/8/2007
430,14,2/8/2007
,0,2/8/2007
e,42,2/9/2007
278,264,2/9/2007
278,211,2/9/2007
248,264,2/9/2007
248,211,2/9/2007
434,156,2/9/2007
434,161,2/9/2007
499,161,2/9/2007
79,75,2/9/2007
430,73,2/9/2007
148,34,2/9/2007
EN,15,2/9/2007
,,2/9/2007
E,25,2/12/2007
106,21,2/12/2007
278,250,2/12/2007
434,250,2/12/2007
499,246,2/12/2007
79,48,2/12/2007
430,48,2/12/2007
185,38,2/12/2007
278,225,2/12/2007
434,175,2/12/2007
499,175,2/12/2007
409,164,2/12/2007
148,126,2/12/2007
E,70,2/13/2007
499,165,2/13/2007
145,157,2/13/2007
285,63,2/13/2007
EN,5,2/13/2007
145,71,2/13/2007
434,48,2/13/2007
499,47,2/13/2007
237,181,2/13/2007
434,212,2/13/2007
499,213,2/13/2007
145,172,2/13/2007
185,244,2/13/2007
NONE,391,2/13/2007
E,41,2/14/2007
148,58,2/14/2007
499,100,2/14/2007
237,100,2/14/2007
176,81,2/14/2007
106,11,2/14/2007
148,99,2/14/2007
79,84,2/14/2007
237,200,2/14/2007
101,200,2/14/2007
499,325,2/14/2007
409,275,2/14/2007
148,148,2/14/2007
e,238,2/15/2007
EN,13,2/15/2007
278,228,2/15/2007
278,225,2/15/2007
434,187,2/15/2007
434,230,2/15/2007
499,204,2/15/2007
499,230,2/15/2007
409,151,2/15/2007
79,26,2/15/2007
e,24,2/16/2007
en,3,2/16/2007
278,245,2/16/2007
278,205,2/16/2007
434,245,2/16/2007
434,180,2/16/2007
499,133,2/16/2007
499,180,2/16/2007
409,110,2/16/2007
79,54,2/16/2007
430,55,2/16/2007
148,148,2/16/2007
EN,23,2/16/2007
e,61,2/19/2007
106,16,2/19/2007
278,235,2/19/2007
434,235,2/19/2007
499,235,2/19/2007
409,22,2/19/2007
278,290,2/19/2007
434,190,2/19/2007
499,190,2/19/2007
409,171,2/19/2007
79,46,2/19/2007
430,30,2/19/2007
148,100,2/19/2007
E,22,2/20/2007
106,4,2/20/2007
EN,1,2/20/2007
278,270,2/20/2007
499,270,2/20/2007
409,270,2/20/2007
148,206,2/20/2007
278,230,2/20/2007
145,85,2/20/2007
